date,temperature,rainfall,humidity
2010-01-01,26.16556187,7.950842197,84.25412288
2010-01-02,25.06768751,9.444571969,81.52452261
2010-01-03,26.81157375,10.99709719,78.06153414
2010-01-04,28.73408398,8.99883409,85.89592706
2010-01-05,25.39134124,9.070140133,76.06432016
2010-01-06,25.56274306,8.85313573,83.84443954
2010-01-07,29.36050608,8.699454639,77.93146365
2010-01-08,27.90765718,9.980838959,71.74745591
2010-01-09,25.60413943,7.327942618,85.92402776
2010-01-10,27.79805153,11.52933044,81.44505439
2010-01-11,25.95543171,8.642514183,75.68918157
2010-01-12,26.11958549,10.75485429,79.72810125
2010-01-13,27.70313967,7.796968191,73.86691752
2010-01-14,23.56016717,10.73380001,79.81966241
2010-01-15,24.10369729,10.76562869,63.50236244
2010-01-16,26.59500652,10.35977704,70.13800615
2010-01-17,25.85916209,8.316175858,79.90805404
2010-01-18,28.67770691,10.20506097,73.53377183
2010-01-19,26.39664847,8.077643004,75.58567495
2010-01-20,25.55062159,9.493133173,67.57563824
2010-01-21,31.46805876,11.43500472,83.30626438
2010-01-22,28.24569283,11.1030957,79.77277213
2010-01-23,28.99169047,9.946520601,72.56579713
2010-01-24,26.16538352,8.475780691,71.2908224
2010-01-25,28.08317058,10.91915326,78.20345663
2010-01-26,29.5496011,9.991157659,82.70505161
2010-01-27,27.18030626,6.491456146,77.29497442
2010-01-28,30.38689875,11.15424473,83.11494848
2010-01-29,28.58606102,9.950845423,67.37030881
2010-01-30,29.354368,11.79628841,67.60771107
2010-01-31,28.88329621,8.353643211,65.47905105
2010-02-01,33.93871244,5.233950132,73.34828621
2010-02-02,30.35305727,10.41860719,71.72992616
2010-02-03,28.40893127,10.43682086,69.80136259
2010-02-04,32.31210739,7.461480402,74.31349166
2010-02-05,28.36631543,8.526270156,76.13187946
2010-02-06,31.36499406,14.12189789,62.04200791
2010-02-07,27.16542845,9.524228775,66.38267781
2010-02-08,28.56409539,11.07118012,73.16269811
2010-02-09,31.74804548,8.989374754,66.41504365
2010-02-10,32.96322877,6.81906164,64.4518697
2010-02-11,31.95908274,9.68681198,73.22224842
2010-02-12,31.51313962,9.530011393,61.36631316
2010-02-13,31.26832028,9.313359361,65.9878513
2010-02-14,29.03753929,9.724518071,68.81868615
2010-02-15,30.67687781,10.27473341,63.98395588
2010-02-16,31.31516284,9.633561689,70.44439245
2010-02-17,34.46841468,7.941694234,63.35785345
2010-02-18,33.15695746,10.54451353,72.91712209
2010-02-19,29.05697777,6.867284702,64.91533884
2010-02-20,33.34231621,6.690492366,68.56882388
2010-02-21,32.03279395,10.84807323,68.60945126
2010-02-22,31.55561257,10.47170248,61.40704393
2010-02-23,34.23696346,9.595552587,53.94137695
2010-02-24,35.17738964,7.557559165,65.67540705
2010-02-25,35.07732577,8.556573687,63.89474134
2010-02-26,31.63327122,9.190659608,65.97305409
2010-02-27,32.7877593,7.15591984,61.72096451
2010-02-28,34.16069778,8.404850676,60.3602957
2010-03-01,35.53872984,10.45418463,72.2128871
2010-03-02,32.71621507,11.57761638,54.4661964
2010-03-03,33.3875991,8.767160734,65.15462211
2010-03-04,31.62800515,10.48939721,58.26832343
2010-03-05,31.52740022,6.440635999,59.11856444
2010-03-06,35.62136034,10.25668674,58.86783186
2010-03-07,36.78261819,8.016106473,56.09192882
2010-03-08,33.99725964,9.636315659,62.62094307
2010-03-09,36.21677867,8.755699515,66.37383152
2010-03-10,34.99868889,11.05875705,61.42664506
2010-03-11,33.04813278,7.716082014,59.24972357
2010-03-12,35.12135179,9.91755088,53.45722343
2010-03-13,37.53203701,8.50410797,60.63064183
2010-03-14,34.43891308,8.6319761,68.4859321
2010-03-15,37.69163558,8.538572032,55.45905956
2010-03-16,29.37180763,7.489631495,55.14174507
2010-03-17,36.30120439,8.679667364,53.87623013
